,HITId,tweet,sentiment,directness,annotator_sentiment,target,group
1305,1306,spil fucked lort lort lort fjols bastard spil,abusive_offensive,indirect,confusion_disgust,gender,women
1306,1307,@bruger blæser medskyldig toss som verdens harske queef @bruger nny din fars ekstra- @url,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,women
1307,1308,@bruger få én person pleje shithole country tak. vil gerne have @url,normal,indirect,confusion_disgust,origin,other
1308,1309,jenna folwell @user kill baby kinaman kan ikke lære Tiananmen squarenn& interwebz @url,offensive,indirect,confusion_disgust,origin,other
1309,1310,Oliver har fuld kameltå stakkels skide,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other
1310,1311,okay fup @url,hateful,indirect,sadness_disgust,gender,gay
1311,1312,gode nyheder jeg er bange for feminazi man hater f @url,offensive,indirect,confusion_disgust,gender,women
1312,1313,fuck ching chong @url,fearful,indirect,anger_confusion_sadness_shock_indifference,origin,refugees
1313,1314,din anderledes kiks far kaldet kusse pædofil nhan sagde 18ndie slow ya fuckin tå klude,offensive_hateful,direct,confusion_fear_shock_sadness_disgust,gender,women
1314,1315,modbydelig opmærksomhed søger tøs! @url,offensive,indirect,anger_fear_shock_indifference_disgust,other,other
1315,1316,fuck tæve yuh gana fortryder lyver skide retard,offensive,direct,anger_confusion_sadness_shock_disgust,gender,other
1316,1317,jordnøddesmør m&ms siger bøsse,offensive,indirect,confusion_sadness_shock_indifference_disgust,religion,individual
1317,1318,streaming fortnite retard come chill (6/10 subs) hit subbbbbbbn@url værdsat n@user,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
1318,1319,@bruger istappet,normal,indirect,anger_disgust,other,other
1319,1320,@brugerstatistik ark skide mongoloid.,offensive,indirect,indifference_disgust,disability,special_needs
1320,1321,mange mange immigranter vil have #kag.,fearful_disrespectful,indirect,anger_fear_shock_indifference_disgust,origin,muslims
1321,1322,lort indså tidligere: sætning okay hvid fisher-price version 14 ord,hateful_disrespectful,indirect,anger_fear_shock_indifference_sadness,origin,other
1322,1323,les migranter sont une richesse pour l'europa! tyfus abdominal,offensive_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs
1323,1324,det er point nigger @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_disgust,origin,other
1324,1325,nyaa sagde shhh side nigga ringer n fortalte gts retarderede,fearful_abusive_offensive_hateful_normal,indirect,sadness_indifference,origin,special_needs
1325,1326,"kære mongy stoke-fans, I holder op med at kæmpe uanset hvad træneren forlader udenfor jorden. #scfc #stokecity",normal,indirect,anger_confusion_fear_shock_indifference,origin,other
1326,1327,@brugerfyr siger slaver immigranter,disrespectful_normal,indirect,anger_fear_shock_indifference_sadness,other,immigrants
1327,1328,@bruger fars tøs ligner ham. bryde hjem godt prik.,offensive,indirect,anger_disgust,other,other
1328,1329,grim deprimeret ensom bølle,fearful_abusive,direct,anger_fear_shock_indifference_sadness,sexual_orientation,special_needs
1329,1330,er ikke gået siger er ikke dum tæver xtra retarderede jeg taler om kort bus ror @url,offensive,indirect,anger_disgust,disability,women
1330,1331,@bruger åhhh tror noget langs linjer gå tilbage land dumme ting som,offensive,direct,anger_fear_shock_sadness_disgust,origin,special_needs
1331,1332,boykot show går fuld retard pc-fans debattere fremtiden apu midt i friske spekulationer kunne w @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
1332,1333,"@bruger cohen sagde, at ching chong først faldt på",offensive,indirect,anger_fear_shock_sadness_disgust,origin,other
1333,1334,@bruger u pvm gp i stedet gambling arena som retard noget #pvm,offensive,indirect,anger_confusion_sadness_shock_indifference,other,special_needs
1334,1335,@bruger formuleret fint underlig kusse,offensive_disrespectful,indirect,sadness_disgust,gender,women
1335,1336,@bruger brug retard,offensive,indirect,anger_fear_shock_indifference_sadness,disability,special_needs
1336,1337,fagot scene grand budapest hotel nok hårdest jeg har grinet film,offensive,indirect,indifference_disgust,sexual_orientation,indian/hindu
1337,1338,@bruger @bruger @bruger siger begrænset oplag begrænset fortnitemares mongoloid lmao.,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,gender,special_needs
1338,1339,alt spic natur at lytte alternativ rock,normal,indirect,anger_confusion_fear_shock_disgust,origin,hispanics
1339,1340,intet gør grin sværere niggas kalder sorte mennesker nigger sorte,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,refugees
1340,1341,@bruger fisse soja drenge emasculated feminazi mor!,offensive,indirect,anger_disgust,other,other
1341,1342,guvernør brun nedlagde veto mod senator ricardo laras lovforslag sb 174 ville tillade illegale udlændinge tjene @url,normal,indirect,anger_fear_shock_sadness_disgust,origin,immigrants
1342,1343,"at skære i bistanden, kan lande blive smartere!",normal,indirect,anger_indifference,other,other
1343,1344,@bruger @bruger @bruger @bruger @bruger ring til Kina der. se længe sidst,offensive,indirect,anger_fear_shock_indifference_sadness,origin,other
1344,1345,@user @user comment baseless retarded.nndid bekvemt glemme david headley @url,offensive,indirect,anger_confusion_fear_shock_disgust,disability,special_needs
1345,1346,catch hands overwatch meetup retard @url,normal,indirect,anger_confusion_fear_shock_disgust,religion,special_needs
1346,1347,kæreste ligner dige,offensive_disrespectful,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,gay
1347,1348,sign true calling cutting græs spic lmao @url,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_fear_shock_disgust,origin,special_needs
1348,1349,definerende lande lortehul opmuntrende journalister slået rundt famlende kvinder celebri @url,fearful_normal,indirect,anger_confusion_fear_shock_indifference,origin,other
1349,1350,@bruger @bruger @bruger @bruger @bruger du er simpelthen vred feminazi.,offensive_disrespectful,indirect,anger_confusion_fear_shock_disgust,gender,women
1350,1351,"@bruger, der venter på trofæjagt, kom og skyd ham.",offensive,indirect,anger_fear_shock_sadness_disgust,other,other
1351,1352,højre kusse blev sigtet postin video siger gas jews 23 gange virkelig prøvet ae pipe h @url,offensive,indirect,anger_confusion_fear_sadness_disgust,origin,women
1352,1353,bøsse røv undvigere,fearful_abusive_hateful_disrespectful_normal,indirect,fear_shock_indifference_sadness_disgust,sexual_orientation,individual
1353,1354,@user @user @user @user @user @user ca turning total shithole @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,other,other
1354,1355,tager modet stand rettigheder fremstår retarderede.,hateful_disrespectful,indirect,anger_fear_shock_sadness_disgust,disability,special_needs
1355,1356,Gud gør ikke folk retarderede chuck norris gør.,offensive,indirect,anger_fear_shock_sadness_disgust,disability,special_needs
1356,1357,p.s. jethro trudeau altid ubrugelig tøs! @url,offensive,indirect,fear_shock_indifference_sadness_disgust,gender,left_wing_people
1357,1358,foto gaya ngewe negro homosexvidoes,hateful_normal,indirect,anger_sadness_shock_indifference_disgust,gender,left_wing_people
1358,1359,@bruger giver tilbud 24/7 afvis 24/7 fagot,offensive,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,special_needs
1359,1360,@bruger @bruger @bruger @bruger @bruger,normal,indirect,anger_sadness_shock_indifference_disgust,other,other
1360,1361,@bruger .... tagpen enten?nnfuck cunt.nnvi nok vinde spil. faktisk tager vi @url,abusive_hateful,indirect,anger_fear_shock_sadness_disgust,other,women
1361,1362,Fun fact blev kaldt chink ching chongs 11. klasse ser knapt ud asiatisk hvid by,hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,women
1362,1363,fagot sjdjdn @url,abusive_offensive,direct,anger_fear_shock_sadness_disgust,sexual_orientation,special_needs
1363,1364,@bruger @bruger @bruger mongoloid dem plante. case inpoint strålende give migrants deal tweet.,offensive,indirect,anger_fear_shock_indifference_disgust,origin,left_wing_people
1364,1365,socialt retarderet! @url,hateful,indirect,indifference_disgust,disability,special_needs
1365,1366,"@bruger @bruger dumme tøv skal give frihed tilbage, andre kæmpede for. dumt pos. h @url",offensive,indirect,sadness_indifference,gender,women
1366,1367,retard udløst brandalarm 2 morgen....,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
1367,1368,hus vedtager opløsning sprængning byer tillader ulovlige udlændinge stemme visse valg @url via @bruger,offensive,indirect,sadness_indifference,other,other
1368,1369,skide retarderet. nnorban Lukashenko Putin beviste nationalisme uden kugler. Du er sindssyg. @url,abusive_disrespectful,indirect,confusion_fear_shock_indifference_disgust,other,individual
1369,1370,baby kaldet spic @url,disrespectful_hateful,indirect,indifference_disgust,origin,individual
1370,1371,gonna take time create thread got go ahead wifey annihilate cunt & tag e @url,abusive_normal,indirect,anger_fear_shock_sadness_disgust,gender,other
1371,1372,forestil dig fibonacci sekvensforhold gyldne snit skide retard i(dette indlæg @url,offensive,indirect,anger_fear_shock_sadness_disgust,disability,special_needs
1372,1373,rakhi sawant stum mentalt retarderet & har brug for at lægge mental asyl væk. skal holde kæft og kender @url,offensive,indirect,confusion_fear_shock_indifference_disgust,disability,special_needs
1373,1374,ha ligner ching chong kina mand,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,hispanics
1374,1375,blive fuld og føle dig retarderet :/,hateful_disrespectful,indirect,anger_indifference,disability,special_needs
1375,1376,@bruger @bruger paul lavede endda video retard.,offensive,indirect,sadness_indifference,disability,special_needs
1376,1377,fuck du fortæller dine forældre din bøsse,offensive,indirect,anger_confusion_fear_sadness_disgust,sexual_orientation,gay
1377,1378,@bruger twat scott mills grave noget vand sagde han aldrig har hørt radio 1 normal @url,offensive,indirect,anger_confusion_fear_sadness_disgust,other,other
1378,1379,æg også opfylde specifikke måleenhed held og lykke retard,abusive_disrespectful,indirect,anger_shock,disability,special_needs
1379,1380,@bruger tak kusse,offensive,indirect,anger_sadness,other,women
1380,1381,brormand ! tweeted fanget. border line retard conned fedsnn@url,normal,indirect,anger_indifference,other,special_needs
1381,1382,bedste udtryk dyke oplevelse at prøve at skubbe tampon applikator affald uden di @url,abusive_disrespectful,indirect,anger_sadness,origin,other
1382,1383,@bruger @bruger for fanden ching chong. memes ret dårlige. måske perkz kommer tilbage blive bedre,offensive,indirect,confusion_disgust,origin,muslims
1383,1384,@bruger yeah mongy farmers,offensive,indirect,anger_fear_shock_sadness_disgust,gender,other
1384,1385,@bruger blev vred. kusse.,abusive_hateful,direct,shock_disgust,gender,women
1385,1386,person troede kvindelige muligheder pnd lød retarderet ?,offensive_disrespectful,indirect,anger_sadness,disability,special_needs
1386,1387,*dybt slaveniger suk*,offensive,indirect,anger_disgust,origin,special_needs
1387,1388,sneak peak....ni gik fuld retard... @url,offensive,indirect,indifference_disgust,other,other
1388,1389,"jeg har redet i mange lande, selv lortehuller.nikke ulykker så berusede fuckwits.nnhvad mener @url",offensive,indirect,indifference_disgust,other,refugees
1389,1390,@bruger hvad er værre? orange 'mongy-fejring,offensive,direct,anger_fear_shock_sadness_disgust,origin,special_needs
1390,1391,ja ok nigger @url,offensive,indirect,sadness_shock,other,other
1391,1392,@bruger cameroonians berømtheder folk vil helt sikkert råbe åh vil se retarderet ud,hateful,indirect,anger_disgust,origin,special_needs
1392,1393,hej amerikanske følgere land lort politisk sans gå stemme jeg er høj smertestillende,hateful_disrespectful,indirect,anger_disgust,origin,other
1393,1394,fuck orange tøs @url,normal,indirect,sadness_disgust,gender,other
1394,1395,sorta kusse skal skylde nogen penge åbenlyst undgå at give patching-tekster osv. tæt på @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
1395,1396,@bruger @bruger @bruger dårlig moralsk betale retard hoppede @url,offensive,indirect,sadness_disgust,disability,special_needs
1396,1397,@bruger obama kalder nogensinde europæiske lande lortelande lande giver barnlige øgenavne modstander @url,offensive,indirect,anger_disgust,other,other
1397,1398,@bruger @bruger @brugerbevilling spurgt med kort varsel retard valgt @url,offensive_hateful,indirect,anger_sadness,disability,special_needs
1398,1399,@user follow back spic,hateful,direct,shock_disgust,origin,hispanics
1399,1400,@bruger acceptabelt selv vågen løve. tager en særlig slags kusse trofæjæger,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
1400,1401,@bruger @bruger enig. need crack illegal immigration uhindret immigration flygtninge f @url,offensive,indirect,anger_confusion_fear_sadness_disgust,origin,refugees
1401,1402,nigga nigger? ingen af ​​dem!,offensive,indirect,shock_disgust,origin,african_descent
1402,1403,@bruger @bruger Jeg har brugt mongoloid parti på det seneste. imbecilic virkelig punch i' @url,offensive_hateful,indirect,anger_sadness,origin,left_wing_people
1403,1404,fik kineserens chance.,normal,indirect,anger_sadness,origin,other
1404,1405,tory twat @url,hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,gender,women
1405,1406,@bruger hey jim mister nogensinde job kunne altid gå tilbage land(cuba) tage job mini @url,offensive,indirect,anger_sadness,origin,other
1406,1407,@bruger mt mongol,offensive,indirect,shock_disgust,disability,other
1407,1408,offentlige kampe mellem hvide mennesker varer farligt længe. sådan 10 minutter. nigger som se kampe bryde ou @url,offensive,indirect,shock_disgust,origin,other
1408,1409,@bruger voldelig sort fagot,offensive,indirect,confusion_indifference,sexual_orientation,gay
1409,1410,folk kan lide - mundrette lige hvide cis mandlige venstreorienterede højlydte - især high target list @url,offensive,indirect,shock_disgust,other,other
1410,1411,@bruger @bruger @brugerspecifikke sokker sandaler sandsynligvis værd at hele garderobe mongol,offensive,direct,anger_disgust,origin,individual
1411,1412,@bruger godt hveps bosat land alle gå tilbage land oprindelse...hvis @url,offensive,direct,shock_disgust,origin,women
1412,1413,@bruger luk fuck fucking homestuck bøsse.,offensive,direct,confusion_indifference,sexual_orientation,hispanics
1413,1414,@bruger bliver aldrig fuld retard idiot. fyr hadede Trump.,offensive,indirect,anger_confusion_fear_shock_disgust,disability,special_needs
1414,1415,@bruger tøs.,hateful_normal,indirect,shock_disgust,other,other
1415,1416,@bruger farsiwanis gå tilbage land iran,offensive,direct,shock_disgust,origin,indian/hindu
1416,1417,også retard tror andet @url,fearful_abusive_offensive_hateful_disrespectful,indirect,confusion_indifference,origin,special_needs
1417,1418,bemærk forbandet udseende pearces fodstørrelser skridt. hvilken kusse. få fuckhead ud af mlb. @url,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
1418,1419,globalister og narkohandlere kriminelle voldtægtsforbryderendisse dyrsnørkede landenamerica først meget fint @url,hateful,indirect,anger_confusion_fear_indifference_disgust,origin,immigrants
1419,1420,fyr har brug for kontrol alt slet selv fuckin dirtyyy arrogant uopdragen kusse wow @url,offensive,indirect,shock_disgust,other,women
1420,1421,kneb-dame kneppe aldrig,abusive_hateful,indirect,confusion_indifference,sexual_orientation,women
1421,1422,@bruger @bruger ex6 sutter pik kan ikke engang god side fucking big retard wonder ldlc pludselig b @url,hateful,indirect,anger_disgust,disability,women
1422,1423,timer starter fagot,offensive_hateful,direct,anger_fear_shock_sadness_disgust,sexual_orientation,left_wing_people
1423,1424,"artiklen irriterende, men alligevel indsigtsfuld en mange måder udokumenterede immigranter vul @url",fearful_abusive_offensive_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,other
1424,1425,@bruger der siger du retard,offensive,indirect,confusion_indifference,disability,special_needs
1425,1426,kusse fortjente @url,offensive,indirect,anger_confusion_fear_shock_indifference,gender,women
1426,1427,...og mongoloid kopi rød alarm 2 besluttede at mislykkes mission 3 tilsyneladende årsag tilsyneladende bec @url,offensive,indirect,sadness_indifference,origin,immigrants
1427,1428,@bruger går ligger fascistisk amerikansk venstre højre bliver retarderet mig.,offensive,indirect,anger_sadness,disability,special_needs
1428,1429,@user retard og/eller os føderale aktiv også lolicon besluttet skyde synagoge. gab websted @url,offensive,indirect,sadness_indifference,origin,special_needs
1429,1430,@bruger @bruger @bruger @bruger @bruger @brugerbande bangers/venstreorienteret indenlandsk terror @url,offensive,indirect,shock_disgust,other,left_wing_people
1430,1431,@brugerliberal mener land dårligt trumf tage kig lortehuller lande @url,offensive,indirect,sadness_indifference,origin,other
1431,1432,@user @user @user kommer ikke australske servere ching chong,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,individual
1432,1433,oprørende mange venstreorienterede jøder msm forsøger at bebrejde trumf handlinger hver eneste deran @url,offensive,indirect,anger_sadness,origin,other
1433,1434,jeg er fjols,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,other
1434,1435,@bruger skotsk dialekt hahahahahaha stavemåde som spastisk dialektmongy,offensive,indirect,anger_shock,origin,special_needs
1435,1436,@bruger @bruger @bruger lyder som om han er en perfekt rube venstreorienteret,offensive,indirect,anger_indifference,other,left_wing_people
1436,1437,"imens venstreorienterede globalistiske monstre, der forsøger at bebrejde hadkriminalitet, trumfer. ved alt @url",normal,indirect,anger_shock,other,special_needs
1437,1438,shutup spic @url,offensive,indirect,anger_shock,gender,other
1438,1439,@bruger @bruger @bruger @bruger @brugerhandlinger taler højere mexicanske voldtægtsmænd lortelande lande @url,offensive,indirect,anger_disgust,origin,indian/hindu
1439,1440,alligevel hoppede intellektuel kreativ nigger joon i dag godnat,offensive,direct,anger_shock,origin,african_descent
1440,1441,@bruger @bruger flot projektionsføje,normal,direct,anger_confusion_shock_indifference_disgust,sexual_orientation,special_needs
1441,1442,Wassup yall im back shithole country im glad,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
1442,1443,@bruger @bruger ulovlige udlændinge?,offensive,indirect,anger_shock,origin,other
1443,1444,fuck mormoner polygamist svindlere tilbeder retard røv uironisk muslimsk niveau,fearful_abusive_offensive_hateful_disrespectful,direct,sadness_disgust,religion,other
1444,1445,@bruger @bruger stop med at tweete gå tilbage til landet. turist kenya kontrollerende økonomi.,hateful_disrespectful,indirect,confusion_disgust,origin,special_needs
1445,1446,"@bruger kalder lortelande for immigranter, der kommer land @url",offensive,indirect,anger_disgust,origin,other
1446,1447,@bruger deprimeret opie får shane mcmahon gratis podcast? mary jean tæt på anden selvom mongoloid,offensive,indirect,confusion_disgust,origin,special_needs
1447,1448,påmindelse bigoted sekterisk kusse ian durrant dykkede.,offensive,indirect,confusion_disgust,other,women
1448,1449,snoet tun aye fucking bøsse,abusive_disrespectful,indirect,sadness_shock,sexual_orientation,individual
1449,1450,@bruger @bruger @bruger @bruger undskyld spørgsmål forsinket svar.,abusive_offensive_disrespectful_hateful_normal,indirect,confusion_disgust,disability,special_needs
1450,1451,@bruger blokerede hans absolutte mongoloid,hateful_normal,indirect,anger_confusion_shock_indifference_disgust,origin,other
1451,1452,fik retard styrke @url,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
1452,1453,bombninger skyderier præsident mental kapacitet loppe... USA klart rigtigt lorteland.,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_fear_indifference_disgust,origin,other
1453,1454,@bruger besvare telefon fjols fuck,abusive_hateful,direct,anger_confusion_fear_indifference_disgust,sexual_orientation,special_needs
1454,1455,"@bruger @bruger @bruger skubber venstreorienterede professorer tilbage som #billayers, der skriver @url",offensive,indirect,confusion_indifference,other,left_wing_people
1455,1456,lyttede lort lil spic synge tekster kender @url,hateful,indirect,anger_confusion_shock_indifference_disgust,origin,other
1456,1457,"@user matt stop med at mærke folk yderst til højre. partisk venstre liberale snefnug, der råber dismissi @url",fearful,direct,anger_confusion_fear_indifference_disgust,other,left_wing_people
1457,1458,en prøver buste valenzuela mexico. hmm... kunne lorte lande?,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,other
1458,1459,nigga ga virkelig fortælle thought dyke twitter profil...,hateful,indirect,anger_fear_indifference_sadness_disgust,origin,gay
1459,1460,@bruger @bruger @bruger personligt er jeg syg milliarder kastet efter flygtninge. sikker grænse @url,fearful_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,origin,special_needs
1460,1461,kan aldrig åbne grindr grim uhyggelig bølle manager bærer fuld-på bdsm dominatrix gear pr @url,offensive,indirect,anger_sadness,sexual_orientation,special_needs
1461,1462,mands kusse! undskyld brug ordet han er død sat kusse! @url,hateful,indirect,anger_sadness,origin,women
1462,1463,@bruger jeg har venner piger borderline retarderede lookingnits persons personlighed vinder,offensive,indirect,sadness_shock,disability,women
1463,1464,@bruger @brugerbetale stoffer subsidierer billig forsyning 3. verdens lorteland @url,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
1464,1465,ja lovovertrædelse bøsser skal kalde bøsse,abusive_offensive_hateful_disrespectful,indirect,anger_confusion_fear_indifference_disgust,sexual_orientation,individual
1465,1466,@bruger føler sig som fed kusse,disrespectful,indirect,indifference_disgust,gender,women
1466,1467,waking giants l god måde at starte arbejdsugen!!! #eli #kludehoved,offensive,indirect,anger_confusion,religion,other
1467,1468,@bruger nr. accepterer integration af illegale udlændingesamfund.,hateful,indirect,sadness_shock,origin,refugees
1468,1469,bla bla bla kalde retard forskellige forskellige synspunkter. det er nem måde cen @url,offensive,indirect,confusion_indifference,disability,special_needs
1469,1470,master få knæ tributenmaster khaled har brug for pik tilbedt #slave #cuck #faggot @url,abusive_hateful,indirect,shock_disgust,sexual_orientation,other
1470,1471,@bruger @brugerrotte undskyldte og ringede til normani nigger ??????,normal,indirect,anger_confusion_fear_shock_sadness,origin,other
1471,1472,@bruger får også lægehjælp twitter selv retarderet at få webmd,disrespectful_normal,indirect,indifference_disgust,disability,special_needs
1472,1473,kan ikke tåle en ondsindet neger,offensive_hateful,indirect,sadness_disgust,origin,african_descent
1473,1474,@bruger sion titanic hydra steraks nedrivning beherskelse retarderet brudt virtuelt unb @url,offensive,indirect,sadness_disgust,disability,special_needs
1474,1475,l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,normal,indirect,anger_sadness,origin,special_needs
1475,1476,@bruger @bruger @bruger @bruger mange ucl kante barca??nnu plastic mongy,offensive,indirect,confusion_indifference,other,other
1476,1477,@bruger kpop niggas: ching chong,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
1477,1478,fyr sagde faktisk elsker koreanere yeah im racist kan ikke lide ching chong musik. @url,offensive_disrespectful,indirect,confusion_fear_shock_indifference_sadness,origin,refugees
1478,1479,fuldblæst retard hjørne.. @url,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,disability,special_needs
1479,1480,vil lade Trump gøre Amerika til et voldeligt lorteland?,hateful_normal,indirect,confusion_disgust,origin,other
1480,1481,din mening relevant u sige ching chong,fearful_normal,indirect,anger_confusion_fear_indifference_sadness,origin,muslims
1481,1482,jeg er skide retarderet,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_disgust,other,special_needs
1482,1483,hold kæft. bekymre land 11 mennesker myrdet dumme twat @url,offensive,indirect,anger_disgust,gender,left_wing_people
1483,1484,@bruger episk tweet1,normal,indirect,anger_disgust,other,other
1484,1485,@bruger medbring nigger.,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,special_needs
1485,1486,at prøve at hjælpe folk jeg er bogstaveligt talt en dum kusse kan ikke hjælpe,hateful,indirect,anger_disgust,disability,left_wing_people
1486,1487,@bruger ching chong sheng siong,offensive,indirect,anger_disgust,origin,individual
1487,1488,kald spic shit mindst u ringer,abusive_disrespectful,indirect,anger_sadness,origin,hispanics
1488,1489,gronk tide pod kommerciel retarderet,offensive,indirect,anger_sadness,disability,special_needs
1489,1490,nogen ser film mid90'erne fagot cap film whack af lol,offensive,indirect,anger_sadness,sexual_orientation,left_wing_people
1490,1491,din hvide neger,hateful,indirect,anger_disgust,origin,other
1491,1492,jeg har set folk åbenlyst racistiske hånede bts kaldet ching chong musik vil prædike mobning b @url,hateful_disrespectful,indirect,confusion_indifference,origin,muslims
1492,1493,@bruger undskyld hør erfaring deepika :( prøv bedst at holde fly spic span b @url,offensive,indirect,confusion_indifference,other,other
1493,1494,@bruger @bruger ja luk ching chong kinamand,offensive,indirect,sadness_indifference,origin,asians
1494,1495,@bruger dog sultne børn hjemløse dyrlæger illegale udlændinge.,offensive,indirect,confusion_indifference,sexual_orientation,special_needs
1495,1496,@bruger @bruger brugte immigranter prop opfylder visningsverden. bingo.,offensive,indirect,anger_indifference,origin,other
1496,1497,ching chong venner ville @bruger @url,offensive_disrespectful,indirect,sadness_indifference,origin,special_needs
1497,1498,gnu migration mara crossing safari #rejse #africa #ttot @url,normal,indirect,confusion_shock,origin,special_needs
1498,1499,siden skal ohio shithole state. ønsker hele landet følge! @url,offensive,indirect,anger_confusion_fear_shock_disgust,origin,other
1499,1500,@bruger lee hsien loongs karriere kriminel kinamand 'almindelig taler' forhørt.n audibl @url,offensive,indirect,anger_indifference,origin,individual
1500,1501,ville/bør nye kinesiske immigranter passe chinatown strathcona?,hateful_normal,indirect,confusion_disgust,origin,immigrants
1501,1502,@bruger retard,offensive,indirect,sadness_indifference,disability,special_needs
1502,1503,fucking retarderede tror ok flirt fyre veninder mat @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,disability,special_needs
1503,1504,@bruger 2-9? 1v3ed dumbass seaside retard.,offensive,indirect,confusion_disgust,disability,special_needs
1504,1505,udtrykke robust mongoloid.,normal,indirect,fear_indifference,disability,other
1505,1506,@bruger spørger måske kone om at spille klip i aften. kan mongy sportsstjerner kalde at give 110 %,offensive,indirect,anger_confusion_sadness_shock_disgust,other,special_needs
1506,1507,okay hvid chokolade chip,hateful_normal,indirect,anger_shock,origin,other
1507,1508,@user @user retard special ed class floyd @url,abusive_hateful,indirect,confusion_disgust,disability,special_needs
1508,1509,opdatering: #bucks 6-0 manny machado stadig tøs.,hateful,indirect,confusion_disgust,other,other
1509,1510,@bruger sike er ikke retarderet @url,abusive_offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
1510,1511,hader enhver kusseplanet sværger,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_sadness_shock_disgust,sexual_orientation,women
1511,1512,@bruger omg skat tak,normal,indirect,confusion_disgust,other,women
1512,1513,hvid fyr virkelig kaldet spic,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,individual
1513,1514,@bruger @bruger tfw prøv følelsesmæssig afpresning nation retarderet inspirere som @url,offensive,indirect,sadness_indifference,disability,special_needs
1514,1515,@bruger @brugerdel hader meme jeg er doven stop retarderet,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
1515,1516,billede nogen kalder en anden person mongoloid @url,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
1516,1517,få bil hurtig kærlighed. ønsker at lave et lille minut. @url,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,women
1517,1518,manny spic machado,offensive,indirect,anger_sadness,origin,other
1518,1519,morder præsident?!?!? nnhar præsident myrdet nogen?ndu er mentalt retarderet har brug for eva @url,offensive,indirect,fear_disgust,origin,special_needs
1519,1520,/pol/ i øjeblikket travlt med at bygge mistænkelige enheder @url,fearful_offensive_disrespectful_hateful_normal,indirect,fear_disgust,origin,other
1520,1521,tænk muligt @bruger endda skamfuldt @brugerkrigsmongol @bruger @url,normal,indirect,fear_disgust,origin,individual
1521,1522,matt trap fagot #ps4sharenn@url @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_sadness,sexual_orientation,other
1522,1523,samlet støtte stigende antal flygtninge bringer nz. omsluttende support kræver @url,normal,indirect,sadness_disgust,origin,refugees
1523,1524,@bruger tbh lang du ser mf retarderet idc personlige liv ppl ønsker dig @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
1524,1525,@user watergate fyre slog fagot-managere vendt væk og forårsagede problemer,offensive,indirect,sadness_shock,sexual_orientation,gay
1525,1526,fck uanset retard sætte tænkning eksternt måde anynnwhat fckn skændsel @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_sadness,disability,special_needs
1526,1527,@user country invaders bliver dystopisk lortehul?,normal,indirect,anger_confusion_sadness_indifference_disgust,origin,immigrants
1527,1528,@bruger @bruger ligner den mongolske tyrkiske søsters widding. søn atagaymal erdogan. lol,normal,indirect,confusion_sadness,origin,other
1528,1529,@bruger tøs <3,offensive,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,gay
